id,createdAt,updatedAt,handle,name,type,isAssistant,teamId,imageId
384,Sat Jul 24 2021 20:41:50 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:50 GMT-0600 (Mountain Daylight Time),384,Calbert Cheaney,Assistant Coach,2,1610612754,nba/coaches/384
2146,Sat Jul 24 2021 20:42:09 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:10 GMT-0600 (Mountain Daylight Time),2146,Gregg Farnam,Trainer,3,1610612750,nba/coaches/2146
201675,Sat Jul 24 2021 20:41:50 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:51 GMT-0600 (Mountain Daylight Time),201675,Carl Eaton,Assistant Trainer,4,1610612754,nba/coaches/201675
1630361,Sat Jul 24 2021 20:41:51 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:52 GMT-0600 (Mountain Daylight Time),1630361,Jeremy Castleberry,Assistant Coach,2,1610612746,nba/coaches/1630361
202111,Sat Jul 24 2021 20:42:20 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:21 GMT-0600 (Mountain Daylight Time),202111,Kevin Young,Assistant Coach,2,1610612756,nba/coaches/202111
201689,Sat Jul 24 2021 20:41:52 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:53 GMT-0600 (Mountain Daylight Time),201689,Roy Rogers,Assistant Coach,2,1610612746,nba/coaches/201689
1277,Sat Jul 24 2021 20:42:10 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:11 GMT-0600 (Mountain Daylight Time),1277,Stan Van Gundy,Head Coach,1,1610612740,nba/coaches/1277
1271,Sat Jul 24 2021 20:41:53 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:54 GMT-0600 (Mountain Daylight Time),1271,Larry Drew,Assistant Coach,2,1610612746,nba/coaches/1271
2814,Sat Jul 24 2021 20:41:54 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:54 GMT-0600 (Mountain Daylight Time),2814,Brendan O'Connor,Assistant Coach,2,1610612746,nba/coaches/2814
2010,Sat Jul 24 2021 20:41:55 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:56 GMT-0600 (Mountain Daylight Time),2010,Jasen Powell,Trainer,3,1610612746,nba/coaches/2010
1630382,Sat Jul 24 2021 20:42:11 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:11 GMT-0600 (Mountain Daylight Time),1630382,Tom Maystadt,Trainer,3,1610612740,nba/coaches/1630382
203597,Sat Jul 24 2021 20:41:56 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:56 GMT-0600 (Mountain Daylight Time),203597,Phil Handy,Assistant Coach,2,1610612747,nba/coaches/203597
2130,Sat Jul 24 2021 20:41:57 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:57 GMT-0600 (Mountain Daylight Time),2130,Mike Penberthy,Assistant Coach,2,1610612747,nba/coaches/2130
201766,Sat Jul 24 2021 20:41:57 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:58 GMT-0600 (Mountain Daylight Time),201766,Nina Hsieh,Trainer,3,1610612747,nba/coaches/201766
1630161,Sat Jul 24 2021 20:42:12 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:12 GMT-0600 (Mountain Daylight Time),1630161,Kenny Payne,Lead Assistant Coach,13,1610612752,nba/coaches/1630161
202433,Sat Jul 24 2021 20:42:00 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:01 GMT-0600 (Mountain Daylight Time),202433,Vitaly Potapenko,Assistant Coach,2,1610612763,nba/coaches/202433
204011,Sat Jul 24 2021 20:42:01 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:02 GMT-0600 (Mountain Daylight Time),204011,Darko Rajakovic,Assistant Coach,2,1610612763,nba/coaches/204011
1337,Sat Jul 24 2021 20:42:21 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:21 GMT-0600 (Mountain Daylight Time),1337,Terry Stotts,Head Coach,1,1610612757,nba/coaches/1337
204229,Sat Jul 24 2021 20:42:02 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:03 GMT-0600 (Mountain Daylight Time),204229,Malik Allen,Assistant Coach,2,1610612748,nba/coaches/204229
1285,Sat Jul 24 2021 20:42:12 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:13 GMT-0600 (Mountain Daylight Time),1285,Mike Woodson,Assistant Coach,2,1610612752,nba/coaches/1285
1281,Sat Jul 24 2021 20:42:03 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:04 GMT-0600 (Mountain Daylight Time),1281,Jay Sabol,Trainer,3,1610612748,nba/coaches/1281
2649,Sat Jul 24 2021 20:42:04 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:04 GMT-0600 (Mountain Daylight Time),2649,Chad Forcier,Assistant Coach,2,1610612749,nba/coaches/2649
204224,Sat Jul 24 2021 20:42:04 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:05 GMT-0600 (Mountain Daylight Time),204224,Ben Sullivan,Assistant Coach,2,1610612749,nba/coaches/204224
2519,Sat Jul 24 2021 20:42:13 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:14 GMT-0600 (Mountain Daylight Time),2519,Andy Greer,Assistant Coach,2,1610612752,nba/coaches/2519
204225,Sat Jul 24 2021 20:42:05 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:06 GMT-0600 (Mountain Daylight Time),204225,Charles Lee,Assistant Coach,2,1610612749,nba/coaches/204225
452,Sat Jul 24 2021 20:42:06 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:07 GMT-0600 (Mountain Daylight Time),452,Vin Baker,Assistant Coach,2,1610612749,nba/coaches/452
1356,Sat Jul 24 2021 20:42:27 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:28 GMT-0600 (Mountain Daylight Time),1356,Scott McCullough,Trainer,3,1610612761,nba/coaches/1356
1628772,Sat Jul 24 2021 20:42:07 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:08 GMT-0600 (Mountain Daylight Time),1628772,Kevin Burleson,Assistant Coach,2,1610612750,nba/coaches/1628772
