id,createdAt,updatedAt,handle,name,slug,city,abbreviation,wins,losses,winPercentage,conference,division,established,colorSchemeId,logoId
1610612750,Mon Aug 09 2021 04:11:01 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:02 GMT-0600 (Mountain Daylight Time),1610612750,Timberwolves,timberwolves,Minnesota,MIN,23,49,0.319,West,Northwest,1989,2,nba/teams/1610612750
1610612740,Mon Aug 09 2021 04:11:29 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:25 GMT-0600 (Mountain Daylight Time),1610612740,Pelicans,pelicans,New Orleans,NOP,31,41,0.431,West,Southwest,2002,17,nba/teams/1610612740
1610612752,Mon Aug 09 2021 04:11:28 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:52 GMT-0600 (Mountain Daylight Time),1610612752,Knicks,knicks,New York,NYK,41,31,0.569,East,Atlantic,1946,16,nba/teams/1610612752
1610612760,Mon Aug 09 2021 04:11:26 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:19 GMT-0600 (Mountain Daylight Time),1610612760,Thunder,thunder,Oklahoma City,OKC,22,50,0.306,West,Northwest,1967,14,nba/teams/1610612760
1610612753,Mon Aug 09 2021 04:11:32 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:47 GMT-0600 (Mountain Daylight Time),1610612753,Magic,magic,Orlando,ORL,21,51,0.292,East,Southeast,1989,20,nba/teams/1610612753
1610612755,Mon Aug 09 2021 04:11:27 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:17 GMT-0600 (Mountain Daylight Time),1610612755,76ers,sixers,Philadelphia,PHI,49,23,0.681,East,Atlantic,1949,15,nba/teams/1610612755
1610612756,Mon Aug 09 2021 04:11:22 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:44 GMT-0600 (Mountain Daylight Time),1610612756,Suns,suns,Phoenix,PHX,51,21,0.708,West,Pacific,1968,11,nba/teams/1610612756
1610612757,Mon Aug 09 2021 04:11:19 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:09 GMT-0600 (Mountain Daylight Time),1610612757,Trail Blazers,blazers,Portland,POR,42,30,0.583,West,Northwest,1970,10,nba/teams/1610612757
1610612758,Mon Aug 09 2021 04:11:14 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:41 GMT-0600 (Mountain Daylight Time),1610612758,Kings,kings,Sacramento,SAC,31,41,0.431,West,Pacific,1948,7,nba/teams/1610612758
1610612759,Mon Aug 09 2021 04:11:11 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:05:11 GMT-0600 (Mountain Daylight Time),1610612759,Spurs,spurs,San Antonio,SAS,33,39,0.458,West,Southwest,1976,6,nba/teams/1610612759
1610612761,Mon Aug 09 2021 04:11:05 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:05:37 GMT-0600 (Mountain Daylight Time),1610612761,Raptors,raptors,Toronto,TOR,27,45,0.375,East,Atlantic,1995,4,nba/teams/1610612761
1610612762,Mon Aug 09 2021 04:11:16 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:04 GMT-0600 (Mountain Daylight Time),1610612762,Jazz,jazz,Utah,UTA,52,20,0.722,West,Northwest,1974,8,nba/teams/1610612762
1610612764,Mon Aug 09 2021 04:11:06 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:37 GMT-0600 (Mountain Daylight Time),1610612764,Wizards,wizards,Washington,WAS,34,38,0.472,East,Southeast,1961,5,nba/teams/1610612764
